REF_DATE,Industry,Employed_000s,Year,Month,Month_Name,Quarter,Year_Month,Industry_Clean
2023-11-01,"Information, culture and recreation [51, 71]",814.9,2023,11,Nov,Q4,2023-11,"Information, culture and recreation"
2023-12-01,"Information, culture and recreation [51, 71]",815.0,2023,12,Dec,Q4,2023-12,"Information, culture and recreation"
2024-01-01,"Information, culture and recreation [51, 71]",805.8,2024,1,Jan,Q1,2024-01,"Information, culture and recreation"
2024-02-01,"Information, culture and recreation [51, 71]",814.1,2024,2,Feb,Q1,2024-02,"Information, culture and recreation"
2024-03-01,"Information, culture and recreation [51, 71]",801.7,2024,3,Mar,Q1,2024-03,"Information, culture and recreation"
2024-04-01,"Information, culture and recreation [51, 71]",814.4,2024,4,Apr,Q2,2024-04,"Information, culture and recreation"
2024-05-01,"Information, culture and recreation [51, 71]",846.4,2024,5,May,Q2,2024-05,"Information, culture and recreation"
2024-06-01,"Information, culture and recreation [51, 71]",866.6,2024,6,Jun,Q2,2024-06,"Information, culture and recreation"
2024-07-01,"Information, culture and recreation [51, 71]",941.0,2024,7,Jul,Q3,2024-07,"Information, culture and recreation"
2024-08-01,"Information, culture and recreation [51, 71]",931.2,2024,8,Aug,Q3,2024-08,"Information, culture and recreation"
2024-09-01,"Information, culture and recreation [51, 71]",846.0,2024,9,Sep,Q3,2024-09,"Information, culture and recreation"
2024-10-01,"Information, culture and recreation [51, 71]",828.7,2024,10,Oct,Q4,2024-10,"Information, culture and recreation"
2024-11-01,"Information, culture and recreation [51, 71]",809.4,2024,11,Nov,Q4,2024-11,"Information, culture and recreation"
2024-12-01,"Information, culture and recreation [51, 71]",815.3,2024,12,Dec,Q4,2024-12,"Information, culture and recreation"
2019-01-01,Accommodation and food services [72],1177.7,2019,1,Jan,Q1,2019-01,Accommodation and food services
2019-02-01,Accommodation and food services [72],1175.8,2019,2,Feb,Q1,2019-02,Accommodation and food services
2019-03-01,Accommodation and food services [72],1167.5,2019,3,Mar,Q1,2019-03,Accommodation and food services
2019-04-01,Accommodation and food services [72],1194.7,2019,4,Apr,Q2,2019-04,Accommodation and food services
2019-05-01,Accommodation and food services [72],1223.6,2019,5,May,Q2,2019-05,Accommodation and food services
2019-06-01,Accommodation and food services [72],1239.5,2019,6,Jun,Q2,2019-06,Accommodation and food services
2019-07-01,Accommodation and food services [72],1262.4,2019,7,Jul,Q3,2019-07,Accommodation and food services
2019-08-01,Accommodation and food services [72],1269.9,2019,8,Aug,Q3,2019-08,Accommodation and food services
2019-09-01,Accommodation and food services [72],1229.9,2019,9,Sep,Q3,2019-09,Accommodation and food services
2019-10-01,Accommodation and food services [72],1232.7,2019,10,Oct,Q4,2019-10,Accommodation and food services
2019-11-01,Accommodation and food services [72],1216.1,2019,11,Nov,Q4,2019-11,Accommodation and food services
2019-12-01,Accommodation and food services [72],1232.2,2019,12,Dec,Q4,2019-12,Accommodation and food services
2020-01-01,Accommodation and food services [72],1181.5,2020,1,Jan,Q1,2020-01,Accommodation and food services
2020-02-01,Accommodation and food services [72],1171.5,2020,2,Feb,Q1,2020-02,Accommodation and food services
2020-03-01,Accommodation and food services [72],896.8,2020,3,Mar,Q1,2020-03,Accommodation and food services
2020-04-01,Accommodation and food services [72],599.3,2020,4,Apr,Q2,2020-04,Accommodation and food services
2020-05-01,Accommodation and food services [72],650.0,2020,5,May,Q2,2020-05,Accommodation and food services
2020-06-01,Accommodation and food services [72],867.4,2020,6,Jun,Q2,2020-06,Accommodation and food services
2020-07-01,Accommodation and food services [72],1006.3,2020,7,Jul,Q3,2020-07,Accommodation and food services
2020-08-01,Accommodation and food services [72],1051.8,2020,8,Aug,Q3,2020-08,Accommodation and food services
2020-09-01,Accommodation and food services [72],1057.6,2020,9,Sep,Q3,2020-09,Accommodation and food services
2020-10-01,Accommodation and food services [72],1008.3,2020,10,Oct,Q4,2020-10,Accommodation and food services
2020-11-01,Accommodation and food services [72],964.9,2020,11,Nov,Q4,2020-11,Accommodation and food services
2020-12-01,Accommodation and food services [72],910.0,2020,12,Dec,Q4,2020-12,Accommodation and food services
2021-01-01,Accommodation and food services [72],818.7,2021,1,Jan,Q1,2021-01,Accommodation and food services
2021-02-01,Accommodation and food services [72],887.1,2021,2,Feb,Q1,2021-02,Accommodation and food services
2021-03-01,Accommodation and food services [72],917.9,2021,3,Mar,Q1,2021-03,Accommodation and food services
2021-04-01,Accommodation and food services [72],851.1,2021,4,Apr,Q2,2021-04,Accommodation and food services
2021-05-01,Accommodation and food services [72],874.1,2021,5,May,Q2,2021-05,Accommodation and food services
2021-06-01,Accommodation and food services [72],970.4,2021,6,Jun,Q2,2021-06,Accommodation and food services
2021-07-01,Accommodation and food services [72],1031.0,2021,7,Jul,Q3,2021-07,Accommodation and food services
2021-08-01,Accommodation and food services [72],1104.0,2021,8,Aug,Q3,2021-08,Accommodation and food services
2021-09-01,Accommodation and food services [72],1047.3,2021,9,Sep,Q3,2021-09,Accommodation and food services
2021-10-01,Accommodation and food services [72],1020.0,2021,10,Oct,Q4,2021-10,Accommodation and food services
2021-11-01,Accommodation and food services [72],1016.1,2021,11,Nov,Q4,2021-11,Accommodation and food services
2021-12-01,Accommodation and food services [72],1015.2,2021,12,Dec,Q4,2021-12,Accommodation and food services
2022-01-01,Accommodation and food services [72],870.6,2022,1,Jan,Q1,2022-01,Accommodation and food services
2022-02-01,Accommodation and food services [72],976.5,2022,2,Feb,Q1,2022-02,Accommodation and food services
2022-03-01,Accommodation and food services [72],1008.2,2022,3,Mar,Q1,2022-03,Accommodation and food services
2022-04-01,Accommodation and food services [72],1026.8,2022,4,Apr,Q2,2022-04,Accommodation and food services
2022-05-01,Accommodation and food services [72],1054.8,2022,5,May,Q2,2022-05,Accommodation and food services
2022-06-01,Accommodation and food services [72],1071.0,2022,6,Jun,Q2,2022-06,Accommodation and food services
2022-07-01,Accommodation and food services [72],1110.8,2022,7,Jul,Q3,2022-07,Accommodation and food services
2022-08-01,Accommodation and food services [72],1108.9,2022,8,Aug,Q3,2022-08,Accommodation and food services
2022-09-01,Accommodation and food services [72],1061.7,2022,9,Sep,Q3,2022-09,Accommodation and food services
2022-10-01,Accommodation and food services [72],1072.8,2022,10,Oct,Q4,2022-10,Accommodation and food services
2022-11-01,Accommodation and food services [72],1068.0,2022,11,Nov,Q4,2022-11,Accommodation and food services
2022-12-01,Accommodation and food services [72],1076.1,2022,12,Dec,Q4,2022-12,Accommodation and food services
2023-01-01,Accommodation and food services [72],1067.2,2023,1,Jan,Q1,2023-01,Accommodation and food services
2023-02-01,Accommodation and food services [72],1075.7,2023,2,Feb,Q1,2023-02,Accommodation and food services
2023-03-01,Accommodation and food services [72],1093.3,2023,3,Mar,Q1,2023-03,Accommodation and food services
2023-04-01,Accommodation and food services [72],1109.0,2023,4,Apr,Q2,2023-04,Accommodation and food services
2023-05-01,Accommodation and food services [72],1151.4,2023,5,May,Q2,2023-05,Accommodation and food services
2023-06-01,Accommodation and food services [72],1158.1,2023,6,Jun,Q2,2023-06,Accommodation and food services
2023-07-01,Accommodation and food services [72],1212.7,2023,7,Jul,Q3,2023-07,Accommodation and food services
2023-08-01,Accommodation and food services [72],1191.7,2023,8,Aug,Q3,2023-08,Accommodation and food services
2023-09-01,Accommodation and food services [72],1142.1,2023,9,Sep,Q3,2023-09,Accommodation and food services
2023-10-01,Accommodation and food services [72],1125.7,2023,10,Oct,Q4,2023-10,Accommodation and food services
2023-11-01,Accommodation and food services [72],1114.2,2023,11,Nov,Q4,2023-11,Accommodation and food services
2023-12-01,Accommodation and food services [72],1109.9,2023,12,Dec,Q4,2023-12,Accommodation and food services
2024-01-01,Accommodation and food services [72],1058.3,2024,1,Jan,Q1,2024-01,Accommodation and food services
2024-02-01,Accommodation and food services [72],1083.8,2024,2,Feb,Q1,2024-02,Accommodation and food services
2024-03-01,Accommodation and food services [72],1074.8,2024,3,Mar,Q1,2024-03,Accommodation and food services
2024-04-01,Accommodation and food services [72],1114.2,2024,4,Apr,Q2,2024-04,Accommodation and food services
2024-05-01,Accommodation and food services [72],1163.4,2024,5,May,Q2,2024-05,Accommodation and food services
2024-06-01,Accommodation and food services [72],1189.3,2024,6,Jun,Q2,2024-06,Accommodation and food services
2024-07-01,Accommodation and food services [72],1210.2,2024,7,Jul,Q3,2024-07,Accommodation and food services
2024-08-01,Accommodation and food services [72],1192.1,2024,8,Aug,Q3,2024-08,Accommodation and food services
2024-09-01,Accommodation and food services [72],1139.0,2024,9,Sep,Q3,2024-09,Accommodation and food services
2024-10-01,Accommodation and food services [72],1140.5,2024,10,Oct,Q4,2024-10,Accommodation and food services
2024-11-01,Accommodation and food services [72],1149.9,2024,11,Nov,Q4,2024-11,Accommodation and food services
2024-12-01,Accommodation and food services [72],1150.6,2024,12,Dec,Q4,2024-12,Accommodation and food services
2019-01-01,Other services (except public administration) [81],780.1,2019,1,Jan,Q1,2019-01,Other services (except public administration)
2019-02-01,Other services (except public administration) [81],785.7,2019,2,Feb,Q1,2019-02,Other services (except public administration)
2019-03-01,Other services (except public administration) [81],796.2,2019,3,Mar,Q1,2019-03,Other services (except public administration)
2019-04-01,Other services (except public administration) [81],803.6,2019,4,Apr,Q2,2019-04,Other services (except public administration)
2019-05-01,Other services (except public administration) [81],818.9,2019,5,May,Q2,2019-05,Other services (except public administration)
2019-06-01,Other services (except public administration) [81],798.1,2019,6,Jun,Q2,2019-06,Other services (except public administration)
2019-07-01,Other services (except public administration) [81],802.9,2019,7,Jul,Q3,2019-07,Other services (except public administration)
2019-08-01,Other services (except public administration) [81],795.3,2019,8,Aug,Q3,2019-08,Other services (except public administration)
2019-09-01,Other services (except public administration) [81],769.7,2019,9,Sep,Q3,2019-09,Other services (except public administration)
2019-10-01,Other services (except public administration) [81],770.2,2019,10,Oct,Q4,2019-10,Other services (except public administration)
2019-11-01,Other services (except public administration) [81],776.4,2019,11,Nov,Q4,2019-11,Other services (except public administration)
2019-12-01,Other services (except public administration) [81],772.3,2019,12,Dec,Q4,2019-12,Other services (except public administration)
2020-01-01,Other services (except public administration) [81],768.3,2020,1,Jan,Q1,2020-01,Other services (except public administration)
2020-02-01,Other services (except public administration) [81],775.5,2020,2,Feb,Q1,2020-02,Other services (except public administration)
2020-03-01,Other services (except public administration) [81],712.8,2020,3,Mar,Q1,2020-03,Other services (except public administration)
2020-04-01,Other services (except public administration) [81],576.2,2020,4,Apr,Q2,2020-04,Other services (except public administration)
2020-05-01,Other services (except public administration) [81],602.0,2020,5,May,Q2,2020-05,Other services (except public administration)
2020-06-01,Other services (except public administration) [81],663.5,2020,6,Jun,Q2,2020-06,Other services (except public administration)
2020-07-01,Other services (except public administration) [81],700.2,2020,7,Jul,Q3,2020-07,Other services (except public administration)
2020-08-01,Other services (except public administration) [81],731.6,2020,8,Aug,Q3,2020-08,Other services (except public administration)
2020-09-01,Other services (except public administration) [81],734.9,2020,9,Sep,Q3,2020-09,Other services (except public administration)
2020-10-01,Other services (except public administration) [81],747.8,2020,10,Oct,Q4,2020-10,Other services (except public administration)
2020-11-01,Other services (except public administration) [81],742.4,2020,11,Nov,Q4,2020-11,Other services (except public administration)
2020-12-01,Other services (except public administration) [81],700.1,2020,12,Dec,Q4,2020-12,Other services (except public administration)
2021-01-01,Other services (except public administration) [81],689.0,2021,1,Jan,Q1,2021-01,Other services (except public administration)
2021-02-01,Other services (except public administration) [81],711.5,2021,2,Feb,Q1,2021-02,Other services (except public administration)
2021-03-01,Other services (except public administration) [81],725.2,2021,3,Mar,Q1,2021-03,Other services (except public administration)
2021-04-01,Other services (except public administration) [81],719.5,2021,4,Apr,Q2,2021-04,Other services (except public administration)
2021-05-01,Other services (except public administration) [81],722.9,2021,5,May,Q2,2021-05,Other services (except public administration)
2021-06-01,Other services (except public administration) [81],737.0,2021,6,Jun,Q2,2021-06,Other services (except public administration)
2021-07-01,Other services (except public administration) [81],749.3,2021,7,Jul,Q3,2021-07,Other services (except public administration)
2021-08-01,Other services (except public administration) [81],724.6,2021,8,Aug,Q3,2021-08,Other services (except public administration)
2021-09-01,Other services (except public administration) [81],701.2,2021,9,Sep,Q3,2021-09,Other services (except public administration)
2021-10-01,Other services (except public administration) [81],714.1,2021,10,Oct,Q4,2021-10,Other services (except public administration)
2021-11-01,Other services (except public administration) [81],708.3,2021,11,Nov,Q4,2021-11,Other services (except public administration)
2021-12-01,Other services (except public administration) [81],701.1,2021,12,Dec,Q4,2021-12,Other services (except public administration)
2022-01-01,Other services (except public administration) [81],694.4,2022,1,Jan,Q1,2022-01,Other services (except public administration)
2022-02-01,Other services (except public administration) [81],696.2,2022,2,Feb,Q1,2022-02,Other services (except public administration)
2022-03-01,Other services (except public administration) [81],706.0,2022,3,Mar,Q1,2022-03,Other services (except public administration)
2022-04-01,Other services (except public administration) [81],710.7,2022,4,Apr,Q2,2022-04,Other services (except public administration)
2022-05-01,Other services (except public administration) [81],708.3,2022,5,May,Q2,2022-05,Other services (except public administration)
2022-06-01,Other services (except public administration) [81],701.0,2022,6,Jun,Q2,2022-06,Other services (except public administration)
2022-07-01,Other services (except public administration) [81],711.0,2022,7,Jul,Q3,2022-07,Other services (except public administration)
2022-08-01,Other services (except public administration) [81],716.7,2022,8,Aug,Q3,2022-08,Other services (except public administration)
2022-09-01,Other services (except public administration) [81],708.0,2022,9,Sep,Q3,2022-09,Other services (except public administration)
2022-10-01,Other services (except public administration) [81],714.3,2022,10,Oct,Q4,2022-10,Other services (except public administration)
2022-11-01,Other services (except public administration) [81],726.0,2022,11,Nov,Q4,2022-11,Other services (except public administration)
2022-12-01,Other services (except public administration) [81],729.8,2022,12,Dec,Q4,2022-12,Other services (except public administration)
2023-01-01,Other services (except public administration) [81],740.3,2023,1,Jan,Q1,2023-01,Other services (except public administration)
2023-02-01,Other services (except public administration) [81],752.8,2023,2,Feb,Q1,2023-02,Other services (except public administration)
2023-03-01,Other services (except public administration) [81],750.4,2023,3,Mar,Q1,2023-03,Other services (except public administration)
2023-04-01,Other services (except public administration) [81],748.9,2023,4,Apr,Q2,2023-04,Other services (except public administration)
2023-05-01,Other services (except public administration) [81],757.3,2023,5,May,Q2,2023-05,Other services (except public administration)
2023-06-01,Other services (except public administration) [81],754.7,2023,6,Jun,Q2,2023-06,Other services (except public administration)
2023-07-01,Other services (except public administration) [81],773.5,2023,7,Jul,Q3,2023-07,Other services (except public administration)
2023-08-01,Other services (except public administration) [81],790.7,2023,8,Aug,Q3,2023-08,Other services (except public administration)
2023-09-01,Other services (except public administration) [81],779.0,2023,9,Sep,Q3,2023-09,Other services (except public administration)
2023-10-01,Other services (except public administration) [81],783.5,2023,10,Oct,Q4,2023-10,Other services (except public administration)
2023-11-01,Other services (except public administration) [81],788.8,2023,11,Nov,Q4,2023-11,Other services (except public administration)
2023-12-01,Other services (except public administration) [81],799.2,2023,12,Dec,Q4,2023-12,Other services (except public administration)
2024-01-01,Other services (except public administration) [81],787.4,2024,1,Jan,Q1,2024-01,Other services (except public administration)
2024-02-01,Other services (except public administration) [81],807.8,2024,2,Feb,Q1,2024-02,Other services (except public administration)
2024-03-01,Other services (except public administration) [81],806.6,2024,3,Mar,Q1,2024-03,Other services (except public administration)
2024-04-01,Other services (except public administration) [81],816.1,2024,4,Apr,Q2,2024-04,Other services (except public administration)
2024-05-01,Other services (except public administration) [81],821.2,2024,5,May,Q2,2024-05,Other services (except public administration)
2024-06-01,Other services (except public administration) [81],820.3,2024,6,Jun,Q2,2024-06,Other services (except public administration)
2024-07-01,Other services (except public administration) [81],831.4,2024,7,Jul,Q3,2024-07,Other services (except public administration)
2024-08-01,Other services (except public administration) [81],805.0,2024,8,Aug,Q3,2024-08,Other services (except public administration)
2024-09-01,Other services (except public administration) [81],783.7,2024,9,Sep,Q3,2024-09,Other services (except public administration)
2024-10-01,Other services (except public administration) [81],786.2,2024,10,Oct,Q4,2024-10,Other services (except public administration)
2024-11-01,Other services (except public administration) [81],775.4,2024,11,Nov,Q4,2024-11,Other services (except public administration)
2024-12-01,Other services (except public administration) [81],776.0,2024,12,Dec,Q4,2024-12,Other services (except public administration)
2019-01-01,Public administration [91],932.8,2019,1,Jan,Q1,2019-01,Public administration
2019-02-01,Public administration [91],951.3,2019,2,Feb,Q1,2019-02,Public administration
2019-03-01,Public administration [91],955.9,2019,3,Mar,Q1,2019-03,Public administration
2019-04-01,Public administration [91],969.6,2019,4,Apr,Q2,2019-04,Public administration
2019-05-01,Public administration [91],982.2,2019,5,May,Q2,2019-05,Public administration
2019-06-01,Public administration [91],1004.4,2019,6,Jun,Q2,2019-06,Public administration
2019-07-01,Public administration [91],1022.2,2019,7,Jul,Q3,2019-07,Public administration
2019-08-01,Public administration [91],1027.3,2019,8,Aug,Q3,2019-08,Public administration
2019-09-01,Public administration [91],998.7,2019,9,Sep,Q3,2019-09,Public administration
2019-10-01,Public administration [91],1013.0,2019,10,Oct,Q4,2019-10,Public administration
2019-11-01,Public administration [91],981.5,2019,11,Nov,Q4,2019-11,Public administration
2019-12-01,Public administration [91],971.6,2019,12,Dec,Q4,2019-12,Public administration
2020-01-01,Public administration [91],974.4,2020,1,Jan,Q1,2020-01,Public administration
2020-02-01,Public administration [91],978.9,2020,2,Feb,Q1,2020-02,Public administration
2020-03-01,Public administration [91],971.3,2020,3,Mar,Q1,2020-03,Public administration
2020-04-01,Public administration [91],960.3,2020,4,Apr,Q2,2020-04,Public administration
2020-05-01,Public administration [91],978.0,2020,5,May,Q2,2020-05,Public administration
2020-06-01,Public administration [91],1007.4,2020,6,Jun,Q2,2020-06,Public administration
2020-07-01,Public administration [91],1018.1,2020,7,Jul,Q3,2020-07,Public administration
2020-08-01,Public administration [91],1033.9,2020,8,Aug,Q3,2020-08,Public administration
2020-09-01,Public administration [91],1011.4,2020,9,Sep,Q3,2020-09,Public administration
2020-10-01,Public administration [91],1013.2,2020,10,Oct,Q4,2020-10,Public administration
2020-11-01,Public administration [91],1007.5,2020,11,Nov,Q4,2020-11,Public administration
2020-12-01,Public administration [91],1020.7,2020,12,Dec,Q4,2020-12,Public administration
2021-01-01,Public administration [91],1023.7,2021,1,Jan,Q1,2021-01,Public administration
2021-02-01,Public administration [91],1030.0,2021,2,Feb,Q1,2021-02,Public administration
2021-03-01,Public administration [91],1024.4,2021,3,Mar,Q1,2021-03,Public administration
2021-04-01,Public administration [91],1035.9,2021,4,Apr,Q2,2021-04,Public administration
2021-05-01,Public administration [91],1055.9,2021,5,May,Q2,2021-05,Public administration
2021-06-01,Public administration [91],1094.3,2021,6,Jun,Q2,2021-06,Public administration
2021-07-01,Public administration [91],1108.9,2021,7,Jul,Q3,2021-07,Public administration
2021-08-01,Public administration [91],1109.6,2021,8,Aug,Q3,2021-08,Public administration
2021-09-01,Public administration [91],1130.2,2021,9,Sep,Q3,2021-09,Public administration
2021-10-01,Public administration [91],1101.9,2021,10,Oct,Q4,2021-10,Public administration
2021-11-01,Public administration [91],1104.5,2021,11,Nov,Q4,2021-11,Public administration
2021-12-01,Public administration [91],1101.3,2021,12,Dec,Q4,2021-12,Public administration
2022-01-01,Public administration [91],1091.0,2022,1,Jan,Q1,2022-01,Public administration
2022-02-01,Public administration [91],1083.4,2022,2,Feb,Q1,2022-02,Public administration
2022-03-01,Public administration [91],1097.2,2022,3,Mar,Q1,2022-03,Public administration
2022-04-01,Public administration [91],1111.5,2022,4,Apr,Q2,2022-04,Public administration
2022-05-01,Public administration [91],1135.6,2022,5,May,Q2,2022-05,Public administration
2022-06-01,Public administration [91],1158.7,2022,6,Jun,Q2,2022-06,Public administration
2022-07-01,Public administration [91],1175.0,2022,7,Jul,Q3,2022-07,Public administration
2022-08-01,Public administration [91],1194.8,2022,8,Aug,Q3,2022-08,Public administration
2022-09-01,Public administration [91],1154.3,2022,9,Sep,Q3,2022-09,Public administration
2022-10-01,Public administration [91],1165.7,2022,10,Oct,Q4,2022-10,Public administration
2022-11-01,Public administration [91],1163.2,2022,11,Nov,Q4,2022-11,Public administration
2022-12-01,Public administration [91],1170.3,2022,12,Dec,Q4,2022-12,Public administration
2023-01-01,Public administration [91],1163.4,2023,1,Jan,Q1,2023-01,Public administration
2023-02-01,Public administration [91],1168.5,2023,2,Feb,Q1,2023-02,Public administration
2023-03-01,Public administration [91],1166.9,2023,3,Mar,Q1,2023-03,Public administration
2023-04-01,Public administration [91],1165.8,2023,4,Apr,Q2,2023-04,Public administration
2023-05-01,Public administration [91],1192.9,2023,5,May,Q2,2023-05,Public administration
2023-06-01,Public administration [91],1215.3,2023,6,Jun,Q2,2023-06,Public administration
2023-07-01,Public administration [91],1210.6,2023,7,Jul,Q3,2023-07,Public administration
2023-08-01,Public administration [91],1209.5,2023,8,Aug,Q3,2023-08,Public administration
2023-09-01,Public administration [91],1190.2,2023,9,Sep,Q3,2023-09,Public administration
2023-10-01,Public administration [91],1190.9,2023,10,Oct,Q4,2023-10,Public administration
2023-11-01,Public administration [91],1182.8,2023,11,Nov,Q4,2023-11,Public administration
2023-12-01,Public administration [91],1187.8,2023,12,Dec,Q4,2023-12,Public administration
2024-01-01,Public administration [91],1204.5,2024,1,Jan,Q1,2024-01,Public administration
2024-02-01,Public administration [91],1213.6,2024,2,Feb,Q1,2024-02,Public administration
2024-03-01,Public administration [91],1210.2,2024,3,Mar,Q1,2024-03,Public administration
2024-04-01,Public administration [91],1209.4,2024,4,Apr,Q2,2024-04,Public administration
2024-05-01,Public administration [91],1233.6,2024,5,May,Q2,2024-05,Public administration
2024-06-01,Public administration [91],1241.4,2024,6,Jun,Q2,2024-06,Public administration
2024-07-01,Public administration [91],1272.2,2024,7,Jul,Q3,2024-07,Public administration
2024-08-01,Public administration [91],1267.2,2024,8,Aug,Q3,2024-08,Public administration
2024-09-01,Public administration [91],1236.7,2024,9,Sep,Q3,2024-09,Public administration
2024-10-01,Public administration [91],1220.3,2024,10,Oct,Q4,2024-10,Public administration
2024-11-01,Public administration [91],1214.0,2024,11,Nov,Q4,2024-11,Public administration
2024-12-01,Public administration [91],1210.9,2024,12,Dec,Q4,2024-12,Public administration
